Date,Energy.Price
22/06/2018,64.04
23/06/2018,56.8
24/06/2018,65.14
25/06/2018,65.2
26/06/2018,66.5
27/06/2018,65.87
28/06/2018,65.33
29/06/2018,65.78
30/06/2018,67.02
01/07/2018,66.5
02/07/2018,63.5
03/07/2018,65.58
04/07/2018,66
05/07/2018,60.79
06/07/2018,65.59
07/07/2018,65.68
08/07/2018,63.45
09/07/2018,65.4
10/07/2018,64.21
11/07/2018,64.54
12/07/2018,64.97
13/07/2018,65.71
14/07/2018,67.6
15/07/2018,67.63
16/07/2018,64.09
17/07/2018,66.29
18/07/2018,63.96
19/07/2018,68.99
20/07/2018,65.43
21/07/2018,65.78
22/07/2018,68.91
23/07/2018,66.39
24/07/2018,67.9
25/07/2018,67.36
26/07/2018,69.27
27/07/2018,69.4
28/07/2018,68.19
29/07/2018,70.92
30/07/2018,66.5
31/07/2018,70.46
01/08/2018,66.64
02/08/2018,65.68
03/08/2018,72.19
04/08/2018,74
05/08/2018,70.37
06/08/2018,70.9
07/08/2018,67.17
08/08/2018,68.97
09/08/2018,67.32
10/08/2018,64.92
11/08/2018,67.92
12/08/2018,69.6
13/08/2018,68.97
14/08/2018,67.56
15/08/2018,65.11
16/08/2018,69.49
17/08/2018,67.99
18/08/2018,62.97
19/08/2018,61.98
20/08/2018,66.71
21/08/2018,63.93
22/08/2018,67.98
23/08/2018,71.24
24/08/2018,70.08
25/08/2018,69.74
26/08/2018,71.57
27/08/2018,70.79
28/08/2018,69.4
29/08/2018,74.21
30/08/2018,69.04
31/08/2018,68.56
01/09/2018,71.11
02/09/2018,70.86
03/09/2018,76.88
04/09/2018,74.1
05/09/2018,74.96
06/09/2018,75.03
07/09/2018,70.7
08/09/2018,73.1
09/09/2018,78.88
10/09/2018,74.18
11/09/2018,72.93
12/09/2018,74.67
13/09/2018,76.27
14/09/2018,73.55
15/09/2018,74.6
16/09/2018,77.86
17/09/2018,71.81
18/09/2018,75.06
19/09/2018,78.99
20/09/2018,77.5
21/09/2018,75.3
22/09/2018,77.61
23/09/2018,75.95
24/09/2018,62.32
25/09/2018,60.32
26/09/2018,68.05
27/09/2018,73.07
28/09/2018,78.94
29/09/2018,74.46
30/09/2018,77.29
01/10/2018,64.64
02/10/2018,63.8
03/10/2018,65.6
04/10/2018,68.39
05/10/2018,74.79
06/10/2018,78.17
07/10/2018,62.34
08/10/2018,60.92
09/10/2018,71.28
10/10/2018,65.15
11/10/2018,59.92
12/10/2018,61.02
13/10/2018,67.76
14/10/2018,59
15/10/2018,55.37
16/10/2018,73.64
17/10/2018,73.03
18/10/2018,69.23
19/10/2018,57.97
20/10/2018,69.01
21/10/2018,59.63
22/10/2018,64.6
23/10/2018,57.24
24/10/2018,61.73
25/10/2018,67.82
26/10/2018,75.09
27/10/2018,71.06
28/10/2018,68.15
29/10/2018,57
30/10/2018,57.85
31/10/2018,68.52
01/11/2018,74.53
02/11/2018,61.77
03/11/2018,68.15
04/11/2018,72.54
05/11/2018,55.33
06/11/2018,54.24
07/11/2018,49.52
08/11/2018,67.53
09/11/2018,56.1
10/11/2018,53.73
11/11/2018,58.68
12/11/2018,59.32
13/11/2018,66.66
14/11/2018,63.16
15/11/2018,60.36
16/11/2018,65.96
17/11/2018,68.95
18/11/2018,61.75
19/11/2018,69.85
20/11/2018,67.54
21/11/2018,63.04
22/11/2018,63.43
23/11/2018,69.67
24/11/2018,67.37
25/11/2018,58.77
26/11/2018,56.73
27/11/2018,64.81
28/11/2018,61.57
29/11/2018,59.54
30/11/2018,64.04
01/12/2018,70.14
02/12/2018,60.27
03/12/2018,53.89
04/12/2018,67.01
05/12/2018,67.07
06/12/2018,61.05
07/12/2018,68.13
08/12/2018,58.41
09/12/2018,68.03
10/12/2018,66.08
11/12/2018,68.77
12/12/2018,66.1
13/12/2018,58.17
14/12/2018,56.12
15/12/2018,69.13
16/12/2018,59.68
17/12/2018,56.16
18/12/2018,56.6
19/12/2018,58.04
20/12/2018,66.69
21/12/2018,64.24
22/12/2018,67.3
23/12/2018,70.56
24/12/2018,71.23
25/12/2018,71.98
26/12/2018,65.64
27/12/2018,72.61
28/12/2018,70.93
29/12/2018,65.49
30/12/2018,67.38
31/12/2018,68.4
