Date,BTC,DOGE,ETH,LTC,MONERO
27/03/2014 23:59,471.2390137,0.000466858,,12.47729969,
28/03/2014 23:59,495.6659851,0.000518698,,13.74409962,
29/03/2014 23:59,491.1719971,0.000587843,,13.45059967,
30/03/2014 23:59,460.2730103,0.000530117,,13.13770008,
31/03/2014 23:59,457.0010071,0.000505151,,12.74569988,
01/04/2014 23:59,478.375,0.000537045,,13.13230038,
02/04/2014 23:59,437.1400146,0.00042937,,11.29209995,
03/04/2014 23:59,444.7179871,0.000448097,,11.05080032,
04/04/2014 23:59,447.526001,0.000446296,,11.02439976,
05/04/2014 23:59,461.9070129,0.00047044,,11.19499969,
06/04/2014 23:59,460.4989929,0.000459939,,11.64309978,
07/04/2014 23:59,449.4230042,0.000457723,,11.26060009,
08/04/2014 23:59,453.0859985,0.000450854,,11.36130047,
09/04/2014 23:59,442.7250061,0.000441359,,11.18809986,
10/04/2014 23:59,365.1759949,0.000347191,,8.459589958,
11/04/2014 23:59,420.946991,0.000440128,,10.94680023,
12/04/2014 23:59,421.1159973,0.000420113,,10.66419983,
13/04/2014 23:59,414.0629883,0.000389302,,10.31190014,
14/04/2014 23:59,458.7869873,0.000461381,,11.51780033,
15/04/2014 23:59,515.5859985,0.000587436,,13.24740028,
16/04/2014 23:59,527.3950195,0.000707734,,13.37460041,
17/04/2014 23:59,495.9630127,0.000643431,,12.5170002,
18/04/2014 23:59,479.644989,0.000616906,,12.05749989,
19/04/2014 23:59,501.5650024,0.000646296,,12.82250023,
20/04/2014 23:59,498.1679993,0.000628508,,12.62300014,
21/04/2014 23:59,495.7730103,0.000621414,,12.49750042,
22/04/2014 23:59,487.9240112,0.000588024,,12.06620026,
23/04/2014 23:59,491.303009,0.00056961,,12.12650013,
24/04/2014 23:59,500.4649963,0.00058558,,12.55410004,
25/04/2014 23:59,461.4490051,0.000476232,,10.79129982,
26/04/2014 23:59,458.6010132,0.000471725,,10.57339954,
27/04/2014 23:59,436.3900146,0.000439976,,9.915860176,
28/04/2014 23:59,440.2850037,0.000480505,,10.13210011,
29/04/2014 23:59,447.2090149,0.000494784,,10.40040016,
30/04/2014 23:59,447.644989,0.000501116,,10.90260029,
01/05/2014 23:59,457.7600098,0.000504464,,11.09819984,
02/05/2014 23:59,449.3770142,0.000482175,,10.50199986,
03/05/2014 23:59,437.7619934,0.000462244,,10.3100996,
04/05/2014 23:59,436.4030151,0.000468208,,10.32050037,
05/05/2014 23:59,433.4819946,0.000454225,,10.18099976,
06/05/2014 23:59,428.9620056,0.000456514,,10.32979965,
07/05/2014 23:59,438.8210144,0.000472683,,10.51200008,
08/05/2014 23:59,440.1690063,0.000470633,,10.44610023,
09/05/2014 23:59,449.4609985,0.000493847,,10.7493,
10/05/2014 23:59,454.4330139,0.000478103,,10.73499966,
11/05/2014 23:59,438.8859863,0.00045618,,10.35700035,
12/05/2014 23:59,441.4620056,0.00045364,,10.40909958,
13/05/2014 23:59,440.67099,0.000449371,,10.42150021,
14/05/2014 23:59,443.9719849,0.000456032,,10.43319988,
15/05/2014 23:59,447.2520142,0.000454759,,10.45230007,
16/05/2014 23:59,448.0580139,0.000450691,,10.41310024,
17/05/2014 23:59,448.9030151,0.000452838,,10.34780025,
18/05/2014 23:59,446.2640076,0.000448593,,10.36050034,
19/05/2014 23:59,446.1809998,0.000443962,,10.30459976,
20/05/2014 23:59,485.723999,0.000465552,,10.63430023,
21/05/2014 23:59,491.769989,0.000456211,,10.5927,
22/05/2014 23:59,524.5789795,0.000422037,,10.66870022,2.095580101
23/05/2014 23:59,520.2219849,0.000413028,,11.22830009,2.963020086
24/05/2014 23:59,525.1380005,0.000426526,,11.09570026,3.702450037
25/05/2014 23:59,571.5880127,0.000425143,,11.52770042,3.138560057
26/05/2014 23:59,583.4240112,0.00040321,,11.5600996,3.021859884
27/05/2014 23:59,571.2440186,0.000397291,,11.14820004,2.208230019
28/05/2014 23:59,577.0620117,0.000398705,,11.0333004,2.268860102
29/05/2014 23:59,568.1799927,0.000389961,,10.78250027,1.676530004
30/05/2014 23:59,615.3250122,0.000346749,,11.25020027,1.567639947
31/05/2014 23:59,623.677002,0.000339007,,10.93089962,1.938539982
01/06/2014 23:59,630.2290039,0.000402655,,11.13869953,1.737450004
02/06/2014 23:59,660.617981,0.000395397,,11.3572998,1.729290009
03/06/2014 23:59,667.6049805,0.000386197,,11.48250008,1.930799961
04/06/2014 23:59,641.6140137,0.000362029,,11.06110001,1.805250049
05/06/2014 23:59,659.2579956,0.0003603,,11.29430008,1.240720034
06/06/2014 23:59,653.7020264,0.000362069,,11.2031002,1.360759974
07/06/2014 23:59,654.9689941,0.000366801,,11.10890007,1.335450053
08/06/2014 23:59,656.1400146,0.00035966,,11.27110004,1.524099946
09/06/2014 23:59,649.1589966,0.000362155,,11.18029976,1.725370049
10/06/2014 23:59,653.1500244,0.000382433,,11.10809994,1.621430039
11/06/2014 23:59,633.0200195,0.000420343,,10.94110012,1.73514998
12/06/2014 23:59,586.9520264,0.000382005,,10.17070007,1.924499989
13/06/2014 23:59,600.1630249,0.000391543,,10.2475996,2.342089891
14/06/2014 23:59,577.3579712,0.000376361,,9.925999641,2.692039967
15/06/2014 23:59,592.9370117,0.000373612,,9.939579964,3.184870005
16/06/2014 23:59,592.1879883,0.000365099,,9.710339546,2.820060015
17/06/2014 23:59,610.8640137,0.000363346,,9.659890175,2.790280104
18/06/2014 23:59,607.9580078,0.000358417,,9.681920052,3.132119894
19/06/2014 23:59,598.0709839,0.000358938,,9.990929604,4.561150074
20/06/2014 23:59,594.1459961,0.000352784,,9.830209732,5.010680199
21/06/2014 23:59,594.9920044,0.000346962,,9.832969666,4.346749783
22/06/2014 23:59,602.2730103,0.000342137,,9.773050308,3.981950045
23/06/2014 23:59,593.9840088,0.000326166,,9.718319893,3.278729916
24/06/2014 23:59,582.3569946,0.000310514,,9.626259804,3.387720108
25/06/2014 23:59,566.3359985,0.000269155,,9.191029549,2.893889904
26/06/2014 23:59,581.1370239,0.000295624,,9.091329575,2.200030088
27/06/2014 23:59,597.2609863,0.000293621,,9.247520447,2.553879976
28/06/2014 23:59,596.5490112,0.000276278,,9.192830086,2.544250011
29/06/2014 23:59,602.7150269,0.000270505,,8.957859993,2.504620075
30/06/2014 23:59,639.7969971,0.00026661,,8.94742012,2.34552002
01/07/2014 23:59,640.8060303,0.000258783,,7.79418993,2.312220097
02/07/2014 23:59,650.8790283,0.000223349,,8.163720131,2.643549919
03/07/2014 23:59,645.1560059,0.000219476,,8.030059814,2.644350052
04/07/2014 23:59,630.6920166,0.000234499,,7.343379974,2.469449997
05/07/2014 23:59,631.4569702,0.00022275,,7.283100128,2.397520065
06/07/2014 23:59,635.8070068,0.000226262,,7.112020016,1.990180016
07/07/2014 23:59,624.0859985,0.00022271,,7.561759949,2.350189924
08/07/2014 23:59,624.8179932,0.000262396,,7.730989933,2.008899927
09/07/2014 23:59,624.5089722,0.000274908,,7.792590141,1.892289996
10/07/2014 23:59,616.7620239,0.000263412,,7.792600155,1.794810057
11/07/2014 23:59,632.0029907,0.00027293,,7.853970051,1.731609941
12/07/2014 23:59,633.7130127,0.000272664,,8.619449615,1.788480043
13/07/2014 23:59,626.4970093,0.000270321,,8.897910118,1.97081995
14/07/2014 23:59,619.3150024,0.000258137,,8.61977005,2.112210035
15/07/2014 23:59,621.5859985,0.000254331,,8.558239937,2.706029892
16/07/2014 23:59,616.7999878,0.000233644,,8.315290451,2.978389978
17/07/2014 23:59,623.0889893,0.000260826,,8.65816021,2.624830008
18/07/2014 23:59,628.7789917,0.000247225,,8.724849701,2.879009962
19/07/2014 23:59,628.5150146,0.000244593,,8.609840393,2.632649899
20/07/2014 23:59,623.9000244,0.000240383,,8.462089539,3.085570097
21/07/2014 23:59,622.2109985,0.000236786,,8.586549759,3.201090097
22/07/2014 23:59,621.5510254,0.000220429,,8.56692028,2.91463995
23/07/2014 23:59,619.414978,0.000224901,,8.459190369,2.363409996
24/07/2014 23:59,601.7329712,0.000217166,,7.793069839,2.714979887
25/07/2014 23:59,601.0889893,0.000213188,,7.554800034,2.622800112
26/07/2014 23:59,595.8129883,0.000208237,,7.603479862,2.551450014
27/07/2014 23:59,593.8519897,0.000216931,,7.753540039,2.696799994
28/07/2014 23:59,585.690979,0.000202522,,7.588230133,2.617150068
29/07/2014 23:59,584.7249756,0.000209442,,7.65241003,2.537420034
30/07/2014 23:59,567.2930298,0.000203117,,7.263850212,2.551660061
31/07/2014 23:59,586.2349854,0.000209311,,7.537529945,2.667870045
01/08/2014 23:59,594.9160156,0.000210898,,7.701849937,2.497999907
02/08/2014 23:59,589.3330078,0.000207396,,7.625329971,2.361059904
03/08/2014 23:59,586.6660156,0.000202828,,7.537640095,2.005120039
04/08/2014 23:59,588.7819824,0.000201432,,7.413899899,2.153239965
05/08/2014 23:59,585.4359741,0.000188542,,7.266789913,2.189830065
06/08/2014 23:59,584.6530151,0.000178056,,7.184350014,2.141400099
07/08/2014 23:59,588.8690186,0.000175987,,7.176080227,2.178570032
08/08/2014 23:59,592.5770264,0.000170441,,7.062280178,2.101959944
09/08/2014 23:59,589.3720093,0.00016737,,6.944409847,2.055589914
10/08/2014 23:59,591.0609741,0.000159546,,6.946219921,2.079509974
11/08/2014 23:59,576.367981,0.000143891,,6.057869911,1.997290015
12/08/2014 23:59,569.6420288,0.000148549,,5.651519775,1.898339987
13/08/2014 23:59,546.65802,0.000141922,,5.042449951,1.760259986
14/08/2014 23:59,505.973999,0.000145649,,5.043799877,1.588610053
15/08/2014 23:59,497.0100098,0.000120475,,5.048590183,1.603330016
16/08/2014 23:59,519.7080078,0.000134768,,4.978320122,1.457489967
